#separator:Tab
#html:true
#tags column:3
#columns:Front	Back	Tags
"<span lang=""ja"" style=""font-size:32px"">当然</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">とうぜん</span><span style=""opacity:.68"">ĐƯƠNG NHIÊN</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Adj-na] <span lang=""ja"">当然（な）</span></b><br>đương nhiên, tất nhiên</div><div style=""margin:7px 0""><b>[Adv] <span lang=""ja"">当然</span></b><br>đương nhiên, tất nhiên</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 当然のこと：điều đương nhiên</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">約束を守るのは当然のことです。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">やくそくをまもるのはとうぜんのことです。</div></details><div style=""font-size:17px;margin-top:4px"">Giữ lời hứa là điều đương nhiên.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. 当然、～：tất nhiên…</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">当然、私も参加します。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">とうぜん、わたしもさんかします。</div></details><div style=""font-size:17px;margin-top:4px"">Tất nhiên tôi cũng tham gia.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Thường gặp 当然の＋N và 当然だ.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">ブログ</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">ブログ</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">ブログ</span></b><br>blog, nhật ký trên mạng</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. ブログに書く：viết trên blog</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">旅行のことをブログに書きます。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">りょこうのことをブログにかきます。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi viết về chuyến đi trên blog.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">フットサル</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">フットサル</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">フットサル</span></b><br>futsal, bóng đá sân nhỏ năm người</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. フットサルをする：chơi futsal</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">週末は友達とフットサルをします。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">しゅうまつはともだちとフットサルをします。</div></details><div style=""font-size:17px;margin-top:4px"">Cuối tuần tôi chơi futsal với bạn.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">ネット</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">ネット</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">ネット</span></b><br>mạng Internet (viết tắt của インターネット)</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. ネットで調べる：tra trên mạng</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">言葉の意味をネットで調べます。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ことばのいみをネットでしらべます。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi tra nghĩa của từ trên mạng.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">メンバー</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">メンバー</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">メンバー</span></b><br>thành viên</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. Nのメンバーになる：trở thành thành viên N</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">サッカーチームのメンバーになりました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">サッカーチームのメンバーになりました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi đã trở thành thành viên đội bóng.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">数</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">かず</span><span style=""opacity:.68"">SỐ</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">数</span></b><br>số lượng</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. Nの数が増える：số N tăng</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">外国人の数が増えています。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">がいこくじんのかずがふえています。</div></details><div style=""font-size:17px;margin-top:4px"">Số người nước ngoài đang tăng.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Đọc かず khi là từ độc lập này.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">～代</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">～だい</span><span style=""opacity:.68"">ĐẠI</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Hậu tố] <span lang=""ja"">～代</span></b><br>nhóm tuổi…; khoảng số…</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 四十代：độ tuổi 40–49</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">父は四十代です。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ちちはよんじゅうだいです。</div></details><div style=""font-size:17px;margin-top:4px"">Bố tôi ở độ tuổi bốn mươi.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Trong bài dùng để nói khoảng tuổi.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">シュート</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">シュート</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">シュート</span></b><br>cú sút/ném vào khung thành, rổ</div><div style=""margin:7px 0""><b>[V] <span lang=""ja"">シュートする</span></b><br>sút/ném để ghi bàn</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. ゴールにシュートする：sút về phía khung thành</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">彼はゴールにシュートしました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">かれはゴールにシュートしました。</div></details><div style=""font-size:17px;margin-top:4px"">Anh ấy sút bóng về phía khung thành.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">お互い</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">おたがい</span><span style=""opacity:.68"">HỖ</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">お互い</span></b><br>nhau, cả hai bên</div><div style=""margin:7px 0""><b>[Adv] <span lang=""ja"">お互い</span></b><br>nhau, cả hai bên</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. お互いに＋V：cùng làm cho nhau</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">困ったときはお互いに助け合います。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">こまったときはおたがいにたすけあいます。</div></details><div style=""font-size:17px;margin-top:4px"">Khi gặp khó khăn, chúng tôi giúp đỡ lẫn nhau.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">チームプレー</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">チームプレー</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">チームプレー</span></b><br>lối chơi phối hợp đồng đội</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. チームプレーが大切だ：phối hợp đồng đội quan trọng</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">サッカーではチームプレーが大切です。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">サッカーではチームプレーがたいせつです。</div></details><div style=""font-size:17px;margin-top:4px"">Trong bóng đá, phối hợp đồng đội rất quan trọng.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">気がする</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">きがする</span><span style=""opacity:.68"">KHÍ</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Cụm] <span lang=""ja"">気がする</span></b><br>cảm thấy, có cảm giác rằng…</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 普通形＋気がする：có cảm giác…</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">明日は雨が降る気がします。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">あしたはあめがふるきがします。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi có cảm giác ngày mai sẽ mưa.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. Nの／Adj-naな＋気がする</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">この方法は便利な気がします。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">このほうほうはべんりなきがします。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi cảm thấy cách này có vẻ tiện.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">掛け声</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">かけごえ</span><span style=""opacity:.68"">QUẢI THANH</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">掛け声</span></b><br>tiếng hô, tiếng gọi để cổ vũ/phối hợp</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 掛け声をかける：hô, hô hào</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">みんなで掛け声をかけて運びます。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">みんなでかけごえをかけてはこびます。</div></details><div style=""font-size:17px;margin-top:4px"">Mọi người cùng hô để phối hợp khi khiêng.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">瞬間</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">しゅんかん</span><span style=""opacity:.68"">THUẤN GIAN</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">瞬間</span></b><br>khoảnh khắc</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. Vた＋瞬間に：ngay khoảnh khắc…</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">ドアを開けた瞬間に、猫が逃げました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ドアをあけたしゅんかんに、ねこがにげました。</div></details><div style=""font-size:17px;margin-top:4px"">Ngay khi tôi mở cửa, con mèo chạy mất.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">ハイタッチ</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">ハイタッチ</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">ハイタッチ</span></b><br>động tác đập tay chúc mừng</div><div style=""margin:7px 0""><b>[V] <span lang=""ja"">ハイタッチする</span></b><br>đập tay chúc mừng</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 人とハイタッチする：đập tay với ai</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">試合に勝って、仲間とハイタッチしました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">しあいにかって、なかまとハイタッチしました。</div></details><div style=""font-size:17px;margin-top:4px"">Thắng trận xong, tôi đập tay với đồng đội.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">意外</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">いがい</span><span style=""opacity:.68"">Ý NGOẠI</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Adj-na] <span lang=""ja"">意外（な）</span></b><br>bất ngờ, ngoài dự đoán</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 意外な＋N：N bất ngờ</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">意外な結果になりました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">いがいなけっかになりました。</div></details><div style=""font-size:17px;margin-top:4px"">Kết quả thật bất ngờ.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. 意外に＋tính từ：… hơn tưởng tượng</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">この問題は意外に簡単です。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">このもんだいはいがいにかんたんです。</div></details><div style=""font-size:17px;margin-top:4px"">Bài này dễ hơn tôi tưởng.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Phân biệt 以外 “ngoài, trừ”.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">出会い</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">であい</span><span style=""opacity:.68"">XUẤT HỘI</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">出会い</span></b><br>cuộc gặp gỡ, cơ duyên gặp</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 人との出会い：cuộc gặp với ai</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">旅では人との出会いを大切にしています。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">たびではひととのであいをたいせつにしています。</div></details><div style=""font-size:17px;margin-top:4px"">Khi đi du lịch, tôi trân trọng những cuộc gặp gỡ.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13
"<span lang=""ja"" style=""font-size:32px"">出店</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">しゅってん</span><span style=""opacity:.68"">XUẤT ĐIẾM</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">出店</span></b><br>việc mở cửa hàng/gian hàng</div><div style=""margin:7px 0""><b>[V] <span lang=""ja"">出店する</span></b><br>mở cửa hàng, đặt gian hàng</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 場所に出店する：mở cửa hàng ở đâu</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">駅前に出店する予定です。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">えきまえにしゅってんするよていです。</div></details><div style=""font-size:17px;margin-top:4px"">Chúng tôi dự định mở cửa hàng trước ga.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. イベントに出店する：tham gia bán tại sự kiện</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">学園祭に出店します。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">がくえんさいにしゅってんします。</div></details><div style=""font-size:17px;margin-top:4px"">Chúng tôi mở gian hàng ở lễ hội trường.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Ở đây しゅってん; 出店 đọc でみせ là quầy hàng lưu động.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 7 · trang 13<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_07 Nguon::Trang_13 Co_luu_y
