#separator:Tab
#html:true
#tags column:3
#columns:Front	Back	Tags
"<span lang=""ja"" style=""font-size:32px"">申し訳ありません</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">もうしわけありません</span><span style=""opacity:.68"">THÂN DỊCH</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Cụm] <span lang=""ja"">申し訳ありません</span></b><br>thành thật xin lỗi (lịch sự)</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. Vて＋申し訳ありません：xin lỗi vì đã…</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">お待たせして申し訳ありません。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">おまたせしてもうしわけありません。</div></details><div style=""font-size:17px;margin-top:4px"">Thành thật xin lỗi vì đã để quý khách chờ.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">朝礼</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">ちょうれい</span><span style=""opacity:.68"">TRIỀU LỄ</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">朝礼</span></b><br>buổi tập trung/họp đầu giờ sáng</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 朝礼で話す：nói trong buổi họp sáng</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">朝礼で今日の予定を説明します。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ちょうれいできょうのよていをせつめいします。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi giải thích lịch hôm nay trong buổi họp đầu giờ.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">オープンキャンパス</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">オープンキャンパス</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">オープンキャンパス</span></b><br>ngày hội mở cửa trường cho người muốn tìm hiểu/tuyển sinh</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. オープンキャンパスに参加する：tham dự ngày hội trường</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">大学のオープンキャンパスに参加します。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">だいがくのオープンキャンパスにさんかします。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi tham dự ngày hội mở cửa của trường đại học.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Không phải “trụ sở trường đại học”.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">一時帰国</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">いちじきこく</span><span style=""opacity:.68"">NHẤT THỜI QUY QUỐC</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">一時帰国</span></b><br>việc tạm về nước</div><div style=""margin:7px 0""><b>[V] <span lang=""ja"">一時帰国する</span></b><br>tạm về nước</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 休みに一時帰国する：tạm về nước dịp nghỉ</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">夏休みに一時帰国します。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">なつやすみにいちじきこくします。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi tạm về nước vào kỳ nghỉ hè.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">帰国</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">きこく</span><span style=""opacity:.68"">QUY QUỐC</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">帰国</span></b><br>việc về nước</div><div style=""margin:7px 0""><b>[V] <span lang=""ja"">帰国する</span></b><br>về nước mình</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 国に帰国する：trở về nước…</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">来月、ベトナムに帰国します。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">らいげつ、ベトナムにきこくします。</div></details><div style=""font-size:17px;margin-top:4px"">Tháng sau tôi về Việt Nam.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">メッセージ</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">メッセージ</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">メッセージ</span></b><br>tin nhắn, lời nhắn, thông điệp</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 人にメッセージを送る：gửi lời nhắn cho ai</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">友人にメッセージを送りました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ゆうじんにメッセージをおくりました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi đã gửi tin nhắn cho bạn.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">一筆箋</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">いっぴつせん</span><span style=""opacity:.68"">NHẤT BÚT TIÊN</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">一筆箋</span></b><br>giấy nhỏ dài để viết vài dòng nhắn gửi</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 一筆箋に書く：viết trên giấy nhắn ngắn</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">一筆箋にお礼を書きました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">いっぴつせんにおれいをかきました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi viết lời cảm ơn lên tờ giấy nhắn.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">伝わる</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">つたわる</span><span style=""opacity:.68"">TRUYỀN</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[V] <span lang=""ja"">伝わる</span></b><br>được truyền đến, được hiểu</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 内容／気持ちが人に伝わる：nội dung/tâm ý đến được ai</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">感謝の気持ちが相手に伝わりました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">かんしゃのきもちがあいてにつたわりました。</div></details><div style=""font-size:17px;margin-top:4px"">Lòng biết ơn đã truyền đến người kia.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. Nで伝わる：truyền qua N</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">ニュースはネットで伝わりました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ニュースはネットでつたわりました。</div></details><div style=""font-size:17px;margin-top:4px"">Tin tức được truyền qua mạng.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> 伝わる: được truyền; 伝える: truyền đạt.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">縦</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">たて</span><span style=""opacity:.68"">TUNG</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">縦</span></b><br>chiều dọc</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 縦に＋V：theo chiều dọc</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">紙を縦に折ってください。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">かみをたてにおってください。</div></details><div style=""font-size:17px;margin-top:4px"">Hãy gấp giấy theo chiều dọc.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">～センチ</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div lang=""ja"" style=""font-size:26px;font-weight:600"">～センチ</div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Hậu tố] <span lang=""ja"">～センチ</span></b><br>… xăng-ti-mét (cm)</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. số＋センチ：… cm</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">この紙は縦十八センチです。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">このかみはたてじゅうはちセンチです。</div></details><div style=""font-size:17px;margin-top:4px"">Tờ giấy này dài mười tám xăng-ti-mét theo chiều dọc.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">細長い</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">ほそながい</span><span style=""opacity:.68"">TẾ TRƯỜNG</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Adj-i] <span lang=""ja"">細長い</span></b><br>thon dài, dài và hẹp</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 細長い＋N：N thon dài</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">細長い紙に名前を書きます。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ほそながいかみになまえをかきます。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi viết tên lên tờ giấy dài hẹp.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">便箋</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">びんせん</span><span style=""opacity:.68"">TIỆN TIÊN</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">便箋</span></b><br>giấy viết thư</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 便箋に手紙を書く：viết thư trên giấy thư</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">きれいな便箋に手紙を書きます。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">きれいなびんせんにてがみをかきます。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi viết thư trên giấy viết thư đẹp.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">堅い</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">かたい</span><span style=""opacity:.68"">KIÊN</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Adj-i] <span lang=""ja"">堅い</span></b><br>cứng, chắc; cứng nhắc, trang trọng quá</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 堅い表現：cách diễn đạt trang trọng/cứng nhắc</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">友達への手紙なので、堅い表現は使いません。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">ともだちへのてがみなので、かたいひょうげんはつかいません。</div></details><div style=""font-size:17px;margin-top:4px"">Vì là thư cho bạn nên tôi không dùng cách diễn đạt quá trang trọng.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Phân biệt theo chữ và ngữ cảnh với 硬い／固い.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">本題</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">ほんだい</span><span style=""opacity:.68"">BẢN ĐỀ</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">本題</span></b><br>vấn đề/chủ đề chính</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 本題に入る：vào vấn đề chính</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">では、本題に入りましょう。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">では、ほんだいにはいりましょう。</div></details><div style=""font-size:17px;margin-top:4px"">Vậy hãy vào vấn đề chính.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">手書き</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">てがき</span><span style=""opacity:.68"">THỦ THƯ</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">手書き</span></b><br>việc viết tay, chữ viết tay</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 手書きの＋N：N viết tay</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">手書きの手紙をもらいました。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">てがきのてがみをもらいました。</div></details><div style=""font-size:17px;margin-top:4px"">Tôi nhận được một lá thư viết tay.</div></div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>2. 手書きで＋V：làm bằng cách viết tay</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">名前は手書きでお願いします。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">なまえはてがきでおねがいします。</div></details><div style=""font-size:17px;margin-top:4px"">Xin hãy viết tên bằng tay.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">贈り物</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">おくりもの</span><span style=""opacity:.68"">TẶNG VẬT</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[N] <span lang=""ja"">贈り物</span></b><br>quà tặng</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 人への贈り物：quà tặng ai</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">これは母への贈り物です。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">これはははへのおくりものです。</div></details><div style=""font-size:17px;margin-top:4px"">Đây là quà tặng mẹ.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
"<span lang=""ja"" style=""font-size:32px"">お世話になっています</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">おせわになっています</span><span style=""opacity:.68"">THẾ THOẠI</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Cụm] <span lang=""ja"">お世話になっています</span></b><br>cảm ơn vì luôn giúp đỡ/chiếu cố (lời chào trong quan hệ thường xuyên)</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. いつもお世話になっています：luôn được anh/chị giúp đỡ</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">いつもお世話になっています。田中です。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">いつもおせわになっています。たなかです。</div></details><div style=""font-size:17px;margin-top:4px"">Cảm ơn anh/chị luôn giúp đỡ. Tôi là Tanaka.</div></div><div style=""font-size:16px;border-top:1px dashed #8887;padding-top:12px""><b>Lưu ý:</b> Dùng như lời chào mở đầu thư/cuộc trao đổi; tránh dịch máy móc “đang được quan tâm”.</div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15 Co_luu_y
"<span lang=""ja"" style=""font-size:32px"">気が利く</span>"	"<div style=""text-align:left;max-width:680px;margin:0 auto;line-height:1.65;font-size:19px""><div style=""font-size:26px;margin-bottom:8px;display:flex;justify-content:space-between;align-items:center;""><span lang=""ja"" style=""font-weight:600;"">きがきく</span><span style=""opacity:.68"">KHÍ LỢI</span></div><div style=""margin-top:14px""><div style=""margin:7px 0""><b>[Cụm] <span lang=""ja"">気が利く</span></b><br>tinh ý, chu đáo, biết ý</div></div><hr style=""border:0;border-top:1px solid #8886;margin:18px 0""><div style=""font-size:15px;font-weight:bold;opacity:.72"">MẪU DÙNG &amp; CỤM KẾT HỢP</div><div style=""margin:15px 0;padding:0 0 0 12px;border-left:3px solid #8887""><div style=""font-size:17px""><b>1. 気が利く人：người tinh ý</b></div><div lang=""ja"" style=""font-size:22px;margin-top:6px"">彼女は気が利く人です。</div><details style=""font-size:16px;opacity:.8""><summary style=""cursor:pointer"">Cách đọc câu</summary><div lang=""ja"">かのじょはきがきくひとです。</div></details><div style=""font-size:17px;margin-top:4px"">Cô ấy là người tinh ý.</div></div><div style=""font-size:12px;opacity:.58;margin-top:18px"">Dekiru Chūkyū · Bài 8 · trang 15<br>Từ gốc theo tài liệu; nghĩa được biên tập. Mẫu dùng và ví dụ do trợ lý bổ sung.</div></div>"	Dekiru_Chukyu Dekiru::Bai_08 Nguon::Trang_15
